0	0	
1	1	 : not overworld
2	40000	
3	3	 : not overworld
10000	10000	
20000	20000	
20001	20000	
30000	30000	
30001	30001	
40000	40000	
40001	40000	
40002	50000	
50000	50000	
50001	1000002	
60000	40000	
60001	40000	
1000000	1000000	
1000001	1000001	
1000002	1000002	
1000003	1000003	
1000004	1000000	
1000005	1020000	
1000006	1020000	
1010000	1010000	
1010001	1010000	
1010002	1010000	
1010003	1010000	
1010004	1010000	
1010100	1010100	
1010200	1010200	
1010300	1010300	
1010400	1010400	
1020000	1020000	
1020001	1020000	
1020100	1020000	
1020200	1020000	
1020300	1020000	
1020400	1020000	
1020500	1020000	
2000000	2000000	
2000001	2000001	
2010000	104000000	
3000000	3000000	 : not overworld
100000000	100000000	
100000001	100000001	
100000002	106020000	
100000003	106020000	
100000004	106020000	
100000005	106020000	
100000006	106020000	
100000100	100000100	
100000101	100000101	
100000102	100000102	
100000103	100000103	
100000104	100000104	
100000105	100000105	
100000200	100000200	
100000201	100000201	
100000202	100000202	
100000203	100000203	
100000204	101000003	
100000205	100000201	
100010000	100010000	
100010100	100010000	
100020000	100020000	
100020100	100020000	
100020101	100000000	
100020102	100000000	
100020103	100000000	
100020104	100000000	
100020105	100000000	
100020106	100000000	
100020107	100000000	
100020108	100000000	
100020109	100000000	
100020110	100000000	
100020111	100000000	
100020112	100000000	
100020113	100000000	
100020114	100000000	
100020115	100000000	
100020116	100000000	
100020117	100000000	
100020118	100000000	
100020119	100000000	
100020120	100000000	
100020121	100000000	
100020122	100000000	
100020123	100000000	
100020124	100000000	
100020125	100000000	
100020126	100000000	
100020127	100000000	
100020128	100000000	
100020129	100000000	
100020130	100000000	
100020131	100000000	
100020132	100000000	
100020133	100000000	
100020134	100000000	
100020135	100000000	
100020136	100000000	
100020137	100000000	
100020138	100000000	
100020139	100000000	
100020140	100000000	
100020141	100000000	
100020142	100000000	
100020143	100000000	
100020144	100000000	
100020145	100000000	
100020146	100000000	
100020147	100000000	
100020148	100000000	
100020149	100000000	
100020150	100000000	
100020151	100000000	
100020152	100000000	
100020153	100000000	
100020154	100000000	
100020155	100000000	
100020156	100000000	
100020157	100000000	
100020158	100000000	
100020159	100000000	
100020160	100000000	
100020161	100000000	
100020162	100000000	
100020163	100000000	
100020164	100000000	
100020165	100000000	
100020166	100000000	
100020167	100000000	
100020168	100000000	
100020169	100000000	
100020170	100000000	
100020171	100000000	
100020172	100000000	
100020173	100000000	
100020174	100000000	
100020175	100000000	
100020176	100000000	
100020177	100000000	
100020178	100000000	
100020179	100000000	
100020180	100000000	
100020181	100000000	
100020182	100000000	
100020183	100000000	
100020184	100000000	
100020185	100000000	
100020186	100000000	
100020187	100000000	
100020188	100000000	
100020189	100000000	
100020190	100000000	
100020191	100000000	
100020192	100000000	
100020193	100000000	
100020194	100000000	
100020195	100000000	
100020196	100000000	
100020197	100000000	
100020198	100000000	
100020199	100000000	
100030000	100030000	
100030001	100030000	
100030100	100030100	 : not overworld
100030102	100030102	 : not overworld
100030103	100030103	 : not overworld
100030200	100030200	 : not overworld
100030300	100030300	 : not overworld
100030301	100030301	 : not overworld
100030310	100030310	 : not overworld
100030400	100030400	 : not overworld
100040000	100040000	
100040001	100040001	
100040002	100040002	
100040003	100040003	
100040004	100040004	
100040100	100040100	
100040101	100040100	
100040102	100040100	
100040103	100040100	
100040104	100040100	
100040105	100040100	
100040106	100040100	
100040110	100040100	
100050000	100050000	
101000000	101000000	
101000001	101000001	
101000002	101000002	
101000003	101000003	
101000004	101000003	
101000005	101000003	
101000100	101000000	
101000101	101000000	
101000102	101000000	
101000103	101000000	
101000104	101000000	
101000200	101000200	
101000300	101000300	
101000301	101000301	
101000400	101000400	
101010000	101010000	
101010100	101010100	
101010101	101010101	
101010102	101010102	
101010103	101010103	
101020000	101020000	
101020001	101020001	
101020002	101020002	
101020003	101020003	
101020004	101020004	
101020005	101020005	
101020006	101020006	
101020007	101020007	
101020008	101020008	
101020009	101020009	
101020010	101020010	
101030000	101030000	
101030001	101030000	
101030100	101030100	
101030101	101030101	
101030102	101030102	
101030103	101030103	
101030104	101030104	
101030105	101030105	
101030106	101030106	
101030107	101030107	
101030108	101030108	
101030109	101030109	
101030110	101030106	
101030111	101030107	
101030112	101030108	
101030200	101030200	
101030300	101030300	
101030400	101030400	
101030401	101030401	
101030402	101030402	
101030403	101030403	
101030404	101030404	
101030405	101030405	
101030406	101030406	
101040000	101040000	
101040001	101040000	
101040002	101040000	
101040003	101040000	
102000000	102000000	
102000001	102000001	
102000002	102000002	
102000003	102000003	
102000004	140010110	
102000005	102000003	
102010000	102010000	
102020000	102020000	
102020100	102020100	
102020200	102020200	
102020300	102020300	
102030000	102030000	
102040000	102040000	
102040001	102040000	
102050000	102050000	
103000000	103000000	
103000001	103000001	
103000002	103000002	
103000003	103000003	
103000004	103000004	
103000005	103000005	
103000006	103000006	
103000007	103000000	
103000008	101000003	
103000009	103000003	
103000100	103000100	
103000101	103000101	
103000102	103000102	
103000103	103000103	
103000104	103000104	
103000105	103000105	
103000200	103000200	
103000201	103000201	
103000202	103000202	
103000300	103000100	
103000301	103000100	
103000302	103000100	
103000310	103040000	
103000800	103000000	
103000801	103000000	
103000802	103000000	
103000803	103000000	
103000804	103000000	
103000805	103000000	
103000890	103000000	
103000900	103000100	
103000901	103000100	
103000902	103000100	
103000903	103000100	
103000904	103000100	
103000905	103000100	
103000906	103000100	
103000907	103000100	
103000908	103000100	
103000909	103000100	
103010000	103010000	
103010001	103010000	
103020000	103020000	
103020100	103020100	
103020200	103020200	
103030000	103030000	
103030100	103030100	
103030200	103030200	
103040000	103040000	
103040100	103040100	
103040101	103040101	
103040102	103040102	
103040103	103040103	
103040200	103040200	
103040201	103040201	
103040202	103040202	
103040203	103040203	
103040300	103040300	
103040301	103040301	
103040302	103040302	
103040303	103040303	
103040400	103040400	
103040410	103040400	
103040411	103040400	
103040412	103040400	
103040413	103040400	
103040414	103040400	
103040415	103040400	
103040416	103040400	
103040417	103040400	
103040418	103040400	
103040419	103040400	
103040420	103040400	
103040421	103040400	
103040422	103040400	
103040423	103040400	
103040424	103040400	
103040425	103040400	
103040426	103040400	
103040427	103040400	
103040428	103040400	
103040429	103040400	
103040430	103040400	
103040431	103040400	
103040432	103040400	
103040433	103040400	
103040434	103040400	
103040435	103040400	
103040436	103040400	
103040437	103040400	
103040438	103040400	
103040439	103040400	
103040440	103040400	
103040441	103040400	
103040442	103040400	
103040443	103040400	
103040444	103040400	
103040445	103040400	
103040446	103040400	
103040447	103040400	
103040448	103040400	
103040449	103040400	
103040450	103040400	
103040451	103040400	
103040452	103040400	
103040453	103040400	
103040454	103040400	
103040455	103040400	
103040456	103040400	
103040457	103040400	
103040458	103040400	
103040459	103040400	
103040460	103040400	
103040461	103040400	
103040462	103040400	
103040463	103040400	
103040464	103040400	
103040465	103040400	
103040466	103040400	
103040467	103040400	
103040468	103040400	
103040469	103040400	
104000000	104000000	
104000001	104000001	
104000002	104000002	
104000003	104000003	
104000004	104000004	
104000100	104000100	
104000200	104000200	
104000300	104000300	
104000400	104000400	
104010000	104010000	
104010001	104010000	
104010002	104010000	
104020000	104020000	
104030000	104030000	
104030001	104030000	
104040000	104040000	
104040001	104040001	
104040002	104040002	
105030000	105030000	
105040000	105040000	
105040100	105040100	
105040200	105040200	
105040201	105040200	
105040300	105040300	
105040301	105040301	
105040302	105040302	
105040303	105040303	
105040304	105040304	
105040305	105040305	
105040306	105040306	
105040310	105040300	
105040311	105040300	
105040312	105040300	
105040313	105040300	
105040314	105040300	
105040315	105040300	
105040316	105040300	
105040320	105040304	
105040321	105040300	
105040322	105040300	
105040323	105040300	
105040324	105040300	
105040325	105040300	
105040326	105040300	
105040327	105040300	
105040328	105040300	
105040329	105040300	
105040330	105040300	
105040331	105040300	
105040332	105040300	
105040333	105040300	
105040334	105040300	
105040335	105040300	
105040336	105040300	
105040337	105040300	
105040338	105040300	
105040339	105040300	
105040340	105040300	
105040341	105040300	
105040342	105040300	
105040343	105040300	
105040344	105040300	
105040345	105040300	
105040346	105040300	
105040347	105040300	
105040348	105040300	
105040349	105040300	
105040350	105040300	
105040351	105040300	
105040352	105040300	
105040353	105040300	
105040354	105040300	
105040355	105040300	
105040356	105040300	
105040357	105040300	
105040358	105040300	
105040359	105040300	
105040360	105040300	
105040361	105040300	
105040362	105040300	
105040363	105040300	
105040364	105040300	
105040365	105040300	
105040366	105040300	
105040367	105040300	
105040368	105040300	
105040369	105040300	
105040400	105040400	
105040401	105040401	
105040402	105040402	
105050000	105050000	
105050100	105050100	
105050101	105050100	
105050102	105040300	
105050103	105040300	
105050104	105040300	
105050105	105040300	
105050106	105040300	
105050107	105040300	
105050108	105040300	
105050109	105040300	
105050110	105040300	
105050111	105040300	
105050112	105040300	
105050113	105040300	
105050114	105040300	
105050115	105040300	
105050116	105040300	
105050117	105040300	
105050118	105040300	
105050119	105040300	
105050120	105040300	
105050121	105040300	
105050122	105040300	
105050123	105040300	
105050124	105040300	
105050125	105040300	
105050126	105040300	
105050127	105040300	
105050128	105040300	
105050129	105040300	
105050130	105040300	
105050131	105040300	
105050132	105040300	
105050133	105040300	
105050134	105040300	
105050135	105040300	
105050136	105040300	
105050137	105040300	
105050138	105040300	
105050139	105040300	
105050140	105040300	
105050141	105040300	
105050142	105040300	
105050143	105040300	
105050144	105040300	
105050145	105040300	
105050146	105040300	
105050147	105040300	
105050148	105040300	
105050149	105040300	
105050150	105040300	
105050151	105040300	
105050152	105040300	
105050153	105040300	
105050154	105040300	
105050155	105040300	
105050156	105040300	
105050157	105040300	
105050158	105040300	
105050159	105040300	
105050160	105040300	
105050161	105040300	
105050162	105040300	
105050163	105040300	
105050164	105040300	
105050165	105040300	
105050166	105040300	
105050167	105040300	
105050168	105040300	
105050169	105040300	
105050170	105040300	
105050171	105040300	
105050172	105040300	
105050173	105040300	
105050174	105040300	
105050175	105040300	
105050176	105040300	
105050177	105040300	
105050178	105040300	
105050179	105040300	
105050180	105040300	
105050181	105040300	
105050182	105040300	
105050183	105040300	
105050184	105040300	
105050185	105040300	
105050186	105040300	
105050187	105040300	
105050188	105040300	
105050189	105040300	
105050190	105040300	
105050191	105040300	
105050192	105040300	
105050193	105040300	
105050194	105040300	
105050195	105040300	
105050196	105040300	
105050197	105040300	
105050198	105040300	
105050199	105040300	
105050200	105050200	
105050300	105050300	
105050400	105050400	
105060000	105060000	
105060100	105060100	
105070000	105070000	
105070001	105070001	
105070002	105070002	
105070100	105070100	
105070200	105070200	
105070300	105070300	
105070400	105070400	
105080000	105080000	
105090000	105090000	
105090100	105090100	
105090200	105090200	
105090300	105090300	
105090301	105090301	
105090310	105090310	
105090311	105090311	
105090312	105090312	
105090320	105090311	
105090321	105040300	
105090322	105040300	
105090323	105040300	
105090324	105040300	
105090325	105040300	
105090326	105040300	
105090327	105040300	
105090328	105040300	
105090329	105040300	
105090330	105040300	
105090331	105040300	
105090332	105040300	
105090333	105040300	
105090334	105040300	
105090335	105040300	
105090336	105040300	
105090337	105040300	
105090338	105040300	
105090339	105040300	
105090400	105090400	
105090500	105090500	
105090600	105090600	
105090700	105090700	
105090800	105090800	
105090900	105090900	
105100000	105090200	
105100100	105090200	
105100101	105090200	
105100300	105090200	
105100301	105090200	
105100400	105090200	
105100401	105090200	
106000000	106000000	
106000001	106000000	
106000002	106000000	
106000100	106000100	
106000101	106000101	
106000110	106000110	
106000120	106000120	
106000130	106000130	
106000140	106000140	
106000200	106000200	
106000300	106000300	
106010000	106010000	
106010100	106010100	
106010101	106010100	
106010102	106010100	
106010103	106010100	
106010104	106010100	
106010105	106010100	
106010106	106010100	
106020000	106020000	
106020001	106020000	
106020100	106020100	
106020200	106020200	
106020300	106020300	
106020400	106020400	
106020401	106020401	
106020402	106020402	
106020403	106020403	
106020500	106020500	
106020501	106020501	
106020502	106020400	
106020600	106020600	
106020601	106020601	
106020700	106020700	
106020800	106020800	
106020900	106020900	
106021000	106021000	
106021001	106021001	
106021002	106020000	
106021003	106020000	
106021004	106020000	
106021005	106020000	
106021006	106020000	
106021007	106020000	
106021008	106020000	
106021009	106020000	
106021010	106020000	
106021100	106021100	
106021200	106021200	
106021201	106021201	
106021300	106021300	
106021400	106021400	
106021401	106021401	
106021402	106021402	
106021500	106021500	
106021501	106021501	
106021502	106021400	
106021503	106021400	
106021504	106021400	
106021505	106021400	
106021506	106021400	
106021507	106021400	
106021508	106021400	
106021509	106021400	
106021600	106021600	
106021601	106021601	
106021602	106021400	
106021603	106021400	
106021604	106021400	
106021605	106021400	
106021606	106021400	
106021607	106021400	
106021608	106021400	
106021609	106021400	
106021700	106021700	
106021800	106021800	
107000000	107000000	
107000001	107000000	
107000100	107000100	
107000200	107000200	
107000300	107000300	
107000301	107000300	
107000400	107000400	
107000401	107000400	
107000402	107000400	
107000403	107000400	
107000500	107000500	
107000501	107000500	
108000100	106010000	
108000101	106010000	
108000102	106010000	
108000200	101020000	
108000201	101020000	
